Entity	Code	Year	Life expectancy - Sex: all - Age: at birth - Variant: estimates	Cantril ladder score	Population (historical estimates)	Code-Year	Cantril ladder score	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)	Code-Year
Monaco	MCO	2019	86.5		5535982	MCO-2019	7.821	48753.355	5535982	MCO-2019	MCO	AFG	2011	4.208668
